"","site","studySub","studyName","subSiteID","Scale","date.no","even","temp_n","duration","initialEven","Sys","Taxon","Trophic","Prediction","Lat","Long","Climate","Protection","area","year0","initialYr","year0Z","initialYrZ","durationZ"
"3556","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",38564,0.643761481,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,47.58,38.58,19.58,10.58,-15.99
"3558","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",38929,0.702808709,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"3534","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",39294,0.694194873,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,49.58,38.58,21.58,10.58,-15.99
"3555","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",39660,0.738807694,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"4641","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",36738,0.726668465,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,42.58,42.58,14.58,14.58,-19.99
"4637","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",37103,0.692071242,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,43.58,42.58,15.58,14.58,-19.99
"4639","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",37468,0.737444448,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,44.58,42.58,16.58,14.58,-19.99
"4642","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",37833,0.756981573,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,45.58,42.58,17.58,14.58,-19.99
"4635","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",38199,0.811974909,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,46.58,42.58,18.58,14.58,-19.99
"4640","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",38564,0.819719946,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,47.58,42.58,19.58,14.58,-19.99
"4636","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",38929,0.78060528,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,48.58,42.58,20.58,14.58,-19.99
"4643","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",39294,0.747617289,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,49.58,42.58,21.58,14.58,-19.99
"4638","SCDI","SBCfish","SBC","SBCfish_SCDI_R","alpha",39660,0.844993228,9,8.01,0.726668465,"hardBottom","fish",3,"none",34.05865,-119.75763,"subtropical","2_unprotected",80,50.58,42.58,22.58,14.58,-19.99
"4800","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",36738,0.609544741,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,42.58,42.58,14.58,14.58,-19.99
"4797","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",37103,0.804221798,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,43.58,42.58,15.58,14.58,-19.99
"4802","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",37468,0.72892715,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,44.58,42.58,16.58,14.58,-19.99
"4795","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",37833,0.668544002,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,45.58,42.58,17.58,14.58,-19.99
"4796","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",38199,0.829286193,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,46.58,42.58,18.58,14.58,-19.99
"4799","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",38564,0.643644981,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,47.58,42.58,19.58,14.58,-19.99
"4798","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",38929,0.739531207,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,48.58,42.58,20.58,14.58,-19.99
"4801","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",39294,0.771152515,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,49.58,42.58,21.58,14.58,-19.99
"4794","SCTW","SBCfish","SBC","SBCfish_SCTW_R","alpha",39660,0.731010198,9,8.01,0.609544741,"hardBottom","fish",3,"none",34.0444335,-119.71513,"subtropical","2_unprotected",80,50.58,42.58,22.58,14.58,-19.99
"66","ABUR","SBCinv","SBC","SBCinv_ABUR_R","alpha",36738,0.325011211,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"179","ABUR","SBCinv","SBC","SBCinv_ABUR_R","alpha",37833,0.959147917,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"68","ABUR","SBCinv","SBC","SBCinv_ABUR_R","alpha",38199,0.905639062,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"67","ABUR","SBCinv","SBC","SBCinv_ABUR_R","alpha",38929,0.5,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"178","ABUR","SBCinv","SBC","SBCinv_ABUR_R","alpha",39294,0.381572006,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.400275,-119.7445915,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"347","AHND","SBCinv","SBC","SBCinv_AHND_R","alpha",35642,0.905639062,12,11.01,0.905639062,"hardBottom","sessile invertebrates",2,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"329","AHND","SBCinv","SBC","SBCinv_AHND_R","alpha",36372,0.464101695,12,11.01,0.905639062,"hardBottom","sessile invertebrates",2,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"349","AHND","SBCinv","SBC","SBCinv_AHND_R","alpha",37103,0.393371104,12,11.01,0.905639062,"hardBottom","sessile invertebrates",2,"none",34.471817,-120.1426165,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"378","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",36007,0.667502702,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"376","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",36738,0.682625799,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"398","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",37468,0.779231497,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"421","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",37833,0.661645348,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"396","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",38199,0.828527073,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"422","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",38564,0.780941507,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"397","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",38929,0.810936153,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"420","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",39294,0.761131078,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"377","AQUE","SBCinv","SBC","SBCinv_AQUE_R","alpha",39660,0.729161345,12,11.01,NA,"hardBottom","sessile invertebrates",2,"none",34.46774988,-120.11905,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"1089","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",35642,0.877148771,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,39.58,38.58,11.58,10.58,-15.99
"1080","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",36007,0.65736348,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,40.58,38.58,12.58,10.58,-15.99
"1086","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",36372,0.897163494,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,41.58,38.58,13.58,10.58,-15.99
"1083","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",36738,0.828745223,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,42.58,38.58,14.58,10.58,-15.99
"1081","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",37103,0.885624146,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,43.58,38.58,15.58,10.58,-15.99
"1085","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",37468,0.849345311,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,44.58,38.58,16.58,10.58,-15.99
"1088","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",37833,0.893991454,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,45.58,38.58,17.58,10.58,-15.99
"1091","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",38199,0.907455585,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,46.58,38.58,18.58,10.58,-15.99
"1087","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",38564,0.911921124,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,47.58,38.58,19.58,10.58,-15.99
"1092","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",38929,0.86930272,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,48.58,38.58,20.58,10.58,-15.99
"1084","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",39294,0.828746631,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,49.58,38.58,21.58,10.58,-15.99
"1082","BULL","SBCinv","SBC","SBCinv_BULL_R","alpha",39660,0.884956014,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.45850533,-120.33349,"subtropical","2_unprotected",40,50.58,38.58,22.58,10.58,-15.99
"1433","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",36007,0.742402296,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,40.58,38.58,12.58,10.58,-15.99
"1432","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",36372,0.732500889,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,41.58,38.58,13.58,10.58,-15.99
"1434","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",36738,0.864220417,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,42.58,38.58,14.58,10.58,-15.99
"1342","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",37103,0.85018567,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,43.58,38.58,15.58,10.58,-15.99
"1344","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",37833,0.873288559,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,45.58,38.58,17.58,10.58,-15.99
"1348","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",38564,0.866828474,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,47.58,38.58,19.58,10.58,-15.99
"1346","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",38929,0.85097686,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,48.58,38.58,20.58,10.58,-15.99
"1343","CARP","SBCinv","SBC","SBCinv_CARP_R","alpha",39294,0.853069278,13,12.01,NA,"hardBottom","sessile invertebrates",2,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",40,49.58,38.58,21.58,10.58,-15.99
"2095","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",35642,0.900016657,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"2092","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",36007,0.773444,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"2090","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",36372,0.899844883,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"2097","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",36738,0.79348777,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"2096","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",37103,0.409724186,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"2098","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",37468,0.811182986,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"2089","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",37833,0.90455623,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"2100","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",38199,0.786664863,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"2091","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",38564,0.696979022,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"2094","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",38929,0.825409053,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"2093","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",39294,0.683318191,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"2099","GOLB","SBCinv","SBC","SBCinv_GOLB_R","alpha",39660,0.976303658,12,11.01,0.900016657,"hardBottom","sessile invertebrates",2,"none",34.4137165,-119.9221,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"2694","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",35642,0.813439393,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"2562","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",36007,0.776116768,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"2693","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",36372,0.892378259,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"2564","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",36738,0.404888575,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"2566","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",37103,0.954951115,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"2563","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",37468,0.872433664,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"2692","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",37833,0.92774571,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"2567","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",38199,0.904658647,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"2691","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",38564,0.91308044,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"2565","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",38929,0.776438569,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"2568","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",39294,0.442308998,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"2569","IVEE","SBCinv","SBC","SBCinv_IVEE_R","alpha",39660,0.488061193,12,11.01,0.813439393,"hardBottom","sessile invertebrates",2,"none",34.402783,-119.85755,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"3309","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",35642,0.746813043,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,39.58,39.58,11.58,11.58,-16.99
"3303","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",36007,0.745776783,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,40.58,39.58,12.58,11.58,-16.99
"3312","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",36372,0.753116448,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,41.58,39.58,13.58,11.58,-16.99
"3305","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",36738,0.751666474,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,42.58,39.58,14.58,11.58,-16.99
"3308","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",37103,0.895723867,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,43.58,39.58,15.58,11.58,-16.99
"3304","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",37468,0.821104289,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,44.58,39.58,16.58,11.58,-16.99
"3307","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",37833,0.897880651,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,45.58,39.58,17.58,11.58,-16.99
"3306","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",38199,0.937466583,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,46.58,39.58,18.58,11.58,-16.99
"3313","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",38564,0.879462065,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"3310","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",38929,0.926049935,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"3302","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",39294,0.865717181,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"3311","MOHK","SBCinv","SBC","SBCinv_MOHK_R","alpha",39660,0.798365893,12,11.01,0.746813043,"hardBottom","sessile invertebrates",2,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,50.58,39.58,22.58,11.58,-16.99
"3476","NAPL","SBCinv","SBC","SBCinv_NAPL_R","alpha",35277,0.616247532,13,12.01,0.616247532,"hardBottom","sessile invertebrates",2,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,38.58,38.58,10.58,10.58,-15.99
"3478","NAPL","SBCinv","SBC","SBCinv_NAPL_R","alpha",35642,0.630222509,13,12.01,0.616247532,"hardBottom","sessile invertebrates",2,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,39.58,38.58,11.58,10.58,-15.99
